Descri??o do Alimento,GRUPO,Medida Caseira,Gramas
Macarrão instantaneo light,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão instantaneo light,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão instantaneo light,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão instantaneo light sopa,SOPAS/CALDOS/MINGAUS,Porção,105
Macarrão instantaneo light sopa,SOPAS/CALDOS/MINGAUS,Colher de Arroz,50
Macarrão instantaneo light sopa,SOPAS/CALDOS/MINGAUS,Colher de Sopa,25
Macarrão instantaneo light sopa,SOPAS/CALDOS/MINGAUS,Concha,110
Macarrão instantaneo light sopa,SOPAS/CALDOS/MINGAUS,Escumadeira,110
Macarrão instantaneo light sopa,SOPAS/CALDOS/MINGAUS,Colher de Chá,6
Macarrão instantaneo light sopa,SOPAS/CALDOS/MINGAUS,Colher de Sobremesa,12
Macarrão instantaneo light sopa,SOPAS/CALDOS/MINGAUS,Pegador,110
Macarrão instantaneo light sopa,SOPAS/CALDOS/MINGAUS,Prato Fundo,400
Macarrão instantaneo light sopa,SOPAS/CALDOS/MINGAUS,Prato Raso,320
Macarrão pronto light  cozido(a),FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão pronto light  cozido(a),FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão pronto light  cozido(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão pronto light  cozido(a),FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão pronto light  cozido(a),FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão pronto light  cozido(a),FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão pronto light  cozido(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão pronto light  cozido(a),FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão pronto light  cozido(a),FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão pronto light  cozido(a),FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
"Macarrão, instantâneo",,Porção,105
"Macarrão, instantâneo",,Colher de Arroz,50
"Macarrão, instantâneo",,Colher de Sopa,25
"Macarrão, instantâneo",,Concha,110
"Macarrão, instantâneo",,Escumadeira,110
"Macarrão, instantâneo",,Colher de Chá,6
"Macarrão, instantâneo",,Colher de Sobremesa,12
"Macarrão, instantâneo",,Pegador,110
"Macarrão, instantâneo",,Prato Fundo,400
"Macarrão, instantâneo",,Prato Raso,320
"Macarrão, molho bolognesa",,Porção,105
"Macarrão, molho bolognesa",,Colher de Arroz,50
"Macarrão, molho bolognesa",,Colher de Sopa,25
"Macarrão, molho bolognesa",,Concha,110
"Macarrão, molho bolognesa",,Escumadeira,110
"Macarrão, molho bolognesa",,Colher de Chá,6
"Macarrão, molho bolognesa",,Colher de Sobremesa,12
"Macarrão, molho bolognesa",,Pegador,110
"Macarrão, molho bolognesa",,Prato Fundo,400
"Macarrão, molho bolognesa",,Prato Raso,320
"Macarrão, molho bolonhesa",,Porção,105
"Macarrão, molho bolonhesa",,Colher de Arroz,50
"Macarrão, molho bolonhesa",,Colher de Sopa,25
"Macarrão, molho bolonhesa",,Concha,110
"Macarrão, molho bolonhesa",,Escumadeira,110
"Macarrão, molho bolonhesa",,Colher de Chá,6
"Macarrão, molho bolonhesa",,Colher de Sobremesa,12
"Macarrão, molho bolonhesa",,Pegador,110
"Macarrão, molho bolonhesa",,Prato Fundo,400
"Macarrão, molho bolonhesa",,Prato Raso,320
"Macarrão, trigo, c/ ovos, à bolonhesa, c/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, à bolonhesa, c/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, à bolonhesa, c/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, à bolonhesa, c/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, à bolonhesa, c/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, à bolonhesa, c/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, à bolonhesa, c/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, à bolonhesa, c/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, à bolonhesa, c/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, à bolonhesa, c/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, ao alho e óleo, c/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, ao alho e óleo, c/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, ao alho e óleo, c/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, ao alho e óleo, c/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, ao alho e óleo, c/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, ao alho e óleo, c/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, ao alho e óleo, c/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, ao alho e óleo, c/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, ao alho e óleo, c/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, ao alho e óleo, c/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, ao alho e óleo, s/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, ao alho e óleo, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, ao alho e óleo, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, ao alho e óleo, s/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, ao alho e óleo, s/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, ao alho e óleo, s/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, ao alho e óleo, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, ao alho e óleo, s/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, ao alho e óleo, s/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, ao alho e óleo, s/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, ao molho branbco, c/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, ao molho branbco, c/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, ao molho branbco, c/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, ao molho branbco, c/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, ao molho branbco, c/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, ao molho branbco, c/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, ao molho branbco, c/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, ao molho branbco, c/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, ao molho branbco, c/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, ao molho branbco, c/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, ao molho branbco, s/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, ao molho branbco, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, ao molho branbco, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, ao molho branbco, s/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, ao molho branbco, s/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, ao molho branbco, s/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, ao molho branbco, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, ao molho branbco, s/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, ao molho branbco, s/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, ao molho branbco, s/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, ao sugo, c/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, ao sugo, c/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, ao sugo, c/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, ao sugo, c/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, ao sugo, c/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, ao sugo, c/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, ao sugo, c/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, ao sugo, c/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, ao sugo, c/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, ao sugo, c/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, ao sugo, s/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, ao sugo, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, ao sugo, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, ao sugo, s/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, ao sugo, s/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, ao sugo, s/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, ao sugo, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, ao sugo, s/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, ao sugo, s/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, ao sugo, s/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, ao vinagrete, c/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, ao vinagrete, c/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, ao vinagrete, c/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, ao vinagrete, c/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, ao vinagrete, c/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, ao vinagrete, c/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, ao vinagrete, c/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, ao vinagrete, c/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, ao vinagrete, c/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, ao vinagrete, c/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, ao vinagrete, s/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, ao vinagrete, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, ao vinagrete, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, ao vinagrete, s/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, ao vinagrete, s/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, ao vinagrete, s/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, ao vinagrete, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, ao vinagrete, s/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, ao vinagrete, s/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, ao vinagrete, s/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, na manteiga, c/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, na manteiga, c/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, na manteiga, c/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, na manteiga, c/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, na manteiga, c/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, na manteiga, c/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, na manteiga, c/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, na manteiga, c/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, na manteiga, c/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, na manteiga, c/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, na manteiga, s/ sal",,Porção,105
"Macarrão, trigo, c/ ovos, na manteiga, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, na manteiga, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, na manteiga, s/ sal",,Concha,110
"Macarrão, trigo, c/ ovos, na manteiga, s/ sal",,Escumadeira,110
"Macarrão, trigo, c/ ovos, na manteiga, s/ sal",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, na manteiga, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, na manteiga, s/ sal",,Pegador,110
"Macarrão, trigo, c/ ovos, na manteiga, s/ sal",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, na manteiga, s/ sal",,Prato Raso,320
"Macarrão, trigo, c/ ovos, seco, cru",,Porção,105
"Macarrão, trigo, c/ ovos, seco, cru",,Colher de Arroz,50
"Macarrão, trigo, c/ ovos, seco, cru",,Colher de Sopa,25
"Macarrão, trigo, c/ ovos, seco, cru",,Concha,110
"Macarrão, trigo, c/ ovos, seco, cru",,Escumadeira,110
"Macarrão, trigo, c/ ovos, seco, cru",,Colher de Chá,6
"Macarrão, trigo, c/ ovos, seco, cru",,Colher de Sobremesa,12
"Macarrão, trigo, c/ ovos, seco, cru",,Pegador,110
"Macarrão, trigo, c/ ovos, seco, cru",,Prato Fundo,400
"Macarrão, trigo, c/ ovos, seco, cru",,Prato Raso,320
"Macarrão, trigo, cru",,Porção,105
"Macarrão, trigo, cru",,Colher de Arroz,50
"Macarrão, trigo, cru",,Colher de Sopa,25
"Macarrão, trigo, cru",,Concha,110
"Macarrão, trigo, cru",,Escumadeira,110
"Macarrão, trigo, cru",,Colher de Chá,6
"Macarrão, trigo, cru",,Colher de Sobremesa,12
"Macarrão, trigo, cru",,Pegador,110
"Macarrão, trigo, cru",,Prato Fundo,400
"Macarrão, trigo, cru",,Prato Raso,320
"Macarrão, trigo, cru, com ovos",,Porção,105
"Macarrão, trigo, cru, com ovos",,Colher de Arroz,50
"Macarrão, trigo, cru, com ovos",,Colher de Sopa,25
"Macarrão, trigo, cru, com ovos",,Concha,110
"Macarrão, trigo, cru, com ovos",,Escumadeira,110
"Macarrão, trigo, cru, com ovos",,Colher de Chá,6
"Macarrão, trigo, cru, com ovos",,Colher de Sobremesa,12
"Macarrão, trigo, cru, com ovos",,Pegador,110
"Macarrão, trigo, cru, com ovos",,Prato Fundo,400
"Macarrão, trigo, cru, com ovos",,Prato Raso,320
"Macarrão, trigo, instantâneo",,Porção,105
"Macarrão, trigo, instantâneo",,Colher de Arroz,50
"Macarrão, trigo, instantâneo",,Colher de Sopa,25
"Macarrão, trigo, instantâneo",,Concha,110
"Macarrão, trigo, instantâneo",,Escumadeira,110
"Macarrão, trigo, instantâneo",,Colher de Chá,6
"Macarrão, trigo, instantâneo",,Colher de Sobremesa,12
"Macarrão, trigo, instantâneo",,Pegador,110
"Macarrão, trigo, instantâneo",,Prato Fundo,400
"Macarrão, trigo, instantâneo",,Prato Raso,320
"Macarrão, trigo, integral, à bolonhesa, c/ sal",,Porção,105
"Macarrão, trigo, integral, à bolonhesa, c/ sal",,Colher de Arroz,50
"Macarrão, trigo, integral, à bolonhesa, c/ sal",,Colher de Sopa,25
"Macarrão, trigo, integral, à bolonhesa, c/ sal",,Concha,110
"Macarrão, trigo, integral, à bolonhesa, c/ sal",,Escumadeira,110
"Macarrão, trigo, integral, à bolonhesa, c/ sal",,Colher de Chá,6
"Macarrão, trigo, integral, à bolonhesa, c/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, integral, à bolonhesa, c/ sal",,Pegador,110
"Macarrão, trigo, integral, à bolonhesa, c/ sal",,Prato Fundo,400
"Macarrão, trigo, integral, à bolonhesa, c/ sal",,Prato Raso,320
"Macarrão, trigo, integral, ao alho e óleo, c/ sal",,Porção,105
"Macarrão, trigo, integral, ao alho e óleo, c/ sal",,Colher de Arroz,50
"Macarrão, trigo, integral, ao alho e óleo, c/ sal",,Colher de Sopa,25
"Macarrão, trigo, integral, ao alho e óleo, c/ sal",,Concha,110
"Macarrão, trigo, integral, ao alho e óleo, c/ sal",,Escumadeira,110
"Macarrão, trigo, integral, ao alho e óleo, c/ sal",,Colher de Chá,6
"Macarrão, trigo, integral, ao alho e óleo, c/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, integral, ao alho e óleo, c/ sal",,Pegador,110
"Macarrão, trigo, integral, ao alho e óleo, c/ sal",,Prato Fundo,400
"Macarrão, trigo, integral, ao alho e óleo, c/ sal",,Prato Raso,320
"Macarrão, trigo, integral, ao alho e óleo, s/ sal",,Porção,105
"Macarrão, trigo, integral, ao alho e óleo, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, integral, ao alho e óleo, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, integral, ao alho e óleo, s/ sal",,Concha,110
"Macarrão, trigo, integral, ao alho e óleo, s/ sal",,Escumadeira,110
"Macarrão, trigo, integral, ao alho e óleo, s/ sal",,Colher de Chá,6
"Macarrão, trigo, integral, ao alho e óleo, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, integral, ao alho e óleo, s/ sal",,Pegador,110
"Macarrão, trigo, integral, ao alho e óleo, s/ sal",,Prato Fundo,400
"Macarrão, trigo, integral, ao alho e óleo, s/ sal",,Prato Raso,320
"Macarrão, trigo, integral, ao molho branco, c/ sal",,Porção,105
"Macarrão, trigo, integral, ao molho branco, c/ sal",,Colher de Arroz,50
"Macarrão, trigo, integral, ao molho branco, c/ sal",,Colher de Sopa,25
"Macarrão, trigo, integral, ao molho branco, c/ sal",,Concha,110
"Macarrão, trigo, integral, ao molho branco, c/ sal",,Escumadeira,110
"Macarrão, trigo, integral, ao molho branco, c/ sal",,Colher de Chá,6
"Macarrão, trigo, integral, ao molho branco, c/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, integral, ao molho branco, c/ sal",,Pegador,110
"Macarrão, trigo, integral, ao molho branco, c/ sal",,Prato Fundo,400
"Macarrão, trigo, integral, ao molho branco, c/ sal",,Prato Raso,320
"Macarrão, trigo, integral, ao molho branco, s/ sal",,Porção,105
"Macarrão, trigo, integral, ao molho branco, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, integral, ao molho branco, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, integral, ao molho branco, s/ sal",,Concha,110
"Macarrão, trigo, integral, ao molho branco, s/ sal",,Escumadeira,110
"Macarrão, trigo, integral, ao molho branco, s/ sal",,Colher de Chá,6
"Macarrão, trigo, integral, ao molho branco, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, integral, ao molho branco, s/ sal",,Pegador,110
"Macarrão, trigo, integral, ao molho branco, s/ sal",,Prato Fundo,400
"Macarrão, trigo, integral, ao molho branco, s/ sal",,Prato Raso,320
"Macarrão, trigo, integral, ao sugo, c/ sal",,Porção,105
"Macarrão, trigo, integral, ao sugo, c/ sal",,Colher de Arroz,50
"Macarrão, trigo, integral, ao sugo, c/ sal",,Colher de Sopa,25
"Macarrão, trigo, integral, ao sugo, c/ sal",,Concha,110
"Macarrão, trigo, integral, ao sugo, c/ sal",,Escumadeira,110
"Macarrão, trigo, integral, ao sugo, c/ sal",,Colher de Chá,6
"Macarrão, trigo, integral, ao sugo, c/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, integral, ao sugo, c/ sal",,Pegador,110
"Macarrão, trigo, integral, ao sugo, c/ sal",,Prato Fundo,400
"Macarrão, trigo, integral, ao sugo, c/ sal",,Prato Raso,320
"Macarrão, trigo, integral, ao sugo, s/ sal",,Porção,105
"Macarrão, trigo, integral, ao sugo, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, integral, ao sugo, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, integral, ao sugo, s/ sal",,Concha,110
"Macarrão, trigo, integral, ao sugo, s/ sal",,Escumadeira,110
"Macarrão, trigo, integral, ao sugo, s/ sal",,Colher de Chá,6
"Macarrão, trigo, integral, ao sugo, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, integral, ao sugo, s/ sal",,Pegador,110
"Macarrão, trigo, integral, ao sugo, s/ sal",,Prato Fundo,400
"Macarrão, trigo, integral, ao sugo, s/ sal",,Prato Raso,320
"Macarrão, trigo, integral, cozido, drenado, s/ sal",,Porção,105
"Macarrão, trigo, integral, cozido, drenado, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, integral, cozido, drenado, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, integral, cozido, drenado, s/ sal",,Concha,110
"Macarrão, trigo, integral, cozido, drenado, s/ sal",,Escumadeira,110
"Macarrão, trigo, integral, cozido, drenado, s/ sal",,Colher de Chá,6
"Macarrão, trigo, integral, cozido, drenado, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, integral, cozido, drenado, s/ sal",,Pegador,110
"Macarrão, trigo, integral, cozido, drenado, s/ sal",,Prato Fundo,400
"Macarrão, trigo, integral, cozido, drenado, s/ sal",,Prato Raso,320
"Macarrão, trigo, integral, cru",,Porção,105
"Macarrão, trigo, integral, cru",,Colher de Arroz,50
"Macarrão, trigo, integral, cru",,Colher de Sopa,25
"Macarrão, trigo, integral, cru",,Concha,110
"Macarrão, trigo, integral, cru",,Escumadeira,110
"Macarrão, trigo, integral, cru",,Colher de Chá,6
"Macarrão, trigo, integral, cru",,Colher de Sobremesa,12
"Macarrão, trigo, integral, cru",,Pegador,110
"Macarrão, trigo, integral, cru",,Prato Fundo,400
"Macarrão, trigo, integral, cru",,Prato Raso,320
"Macarrão, trigo, integral, na manteiga, c/ sal",,Porção,105
"Macarrão, trigo, integral, na manteiga, c/ sal",,Colher de Arroz,50
"Macarrão, trigo, integral, na manteiga, c/ sal",,Colher de Sopa,25
"Macarrão, trigo, integral, na manteiga, c/ sal",,Concha,110
"Macarrão, trigo, integral, na manteiga, c/ sal",,Escumadeira,110
"Macarrão, trigo, integral, na manteiga, c/ sal",,Colher de Chá,6
"Macarrão, trigo, integral, na manteiga, c/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, integral, na manteiga, c/ sal",,Pegador,110
"Macarrão, trigo, integral, na manteiga, c/ sal",,Prato Fundo,400
"Macarrão, trigo, integral, na manteiga, c/ sal",,Prato Raso,320
"Macarrão, trigo, integral, na manteiga, s/ sal",,Porção,105
"Macarrão, trigo, integral, na manteiga, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, integral, na manteiga, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, integral, na manteiga, s/ sal",,Concha,110
"Macarrão, trigo, integral, na manteiga, s/ sal",,Escumadeira,110
"Macarrão, trigo, integral, na manteiga, s/ sal",,Colher de Chá,6
"Macarrão, trigo, integral, na manteiga, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, integral, na manteiga, s/ sal",,Pegador,110
"Macarrão, trigo, integral, na manteiga, s/ sal",,Prato Fundo,400
"Macarrão, trigo, integral, na manteiga, s/ sal",,Prato Raso,320
"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal",,Porção,105
"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal",,Colher de Arroz,50
"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal",,Colher de Sopa,25
"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal",,Concha,110
"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal",,Escumadeira,110
"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal",,Colher de Chá,6
"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal",,Colher de Sobremesa,12
"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal",,Pegador,110
"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal",,Prato Fundo,400
"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal",,Prato Raso,320
"Macarrão, trigo, s/ ovos, seco, cru",,Porção,105
"Macarrão, trigo, s/ ovos, seco, cru",,Colher de Arroz,50
"Macarrão, trigo, s/ ovos, seco, cru",,Colher de Sopa,25
"Macarrão, trigo, s/ ovos, seco, cru",,Concha,110
"Macarrão, trigo, s/ ovos, seco, cru",,Escumadeira,110
"Macarrão, trigo, s/ ovos, seco, cru",,Colher de Chá,6
"Macarrão, trigo, s/ ovos, seco, cru",,Colher de Sobremesa,12
"Macarrão, trigo, s/ ovos, seco, cru",,Pegador,110
"Macarrão, trigo, s/ ovos, seco, cru",,Prato Fundo,400
"Macarrão, trigo, s/ ovos, seco, cru",,Prato Raso,320
"Macarrão, trigo, seco, cozido, drenado, s/ sal (média diferentes marcas)",,Porção,105
"Macarrão, trigo, seco, cozido, drenado, s/ sal (média diferentes marcas)",,Colher de Arroz,50
"Macarrão, trigo, seco, cozido, drenado, s/ sal (média diferentes marcas)",,Colher de Sopa,25
"Macarrão, trigo, seco, cozido, drenado, s/ sal (média diferentes marcas)",,Concha,110
"Macarrão, trigo, seco, cozido, drenado, s/ sal (média diferentes marcas)",,Escumadeira,110
"Macarrão, trigo, seco, cozido, drenado, s/ sal (média diferentes marcas)",,Colher de Chá,6
"Macarrão, trigo, seco, cozido, drenado, s/ sal (média diferentes marcas)",,Colher de Sobremesa,12
