Descri??o do Alimento,GRUPO,Medida Caseira,Gramas
"Linhaça, semente",,Colher de Sopa,15
"Linhaça, semente",,Colher de Chá,4
"Linhaça, semente, Linum usitatissimum L.",,Porção,30
"Linhaça, semente, Linum usitatissimum L.",,Colher de Sopa,15
Lombo não especificado assado(a),CARNE BOVINA,File,100
Lombo não especificado assado(a),CARNE BOVINA,Bife,100
Lombo não especificado assado(a),CARNE BOVINA,Fatia,90
Lombo não especificado assado(a),CARNE BOVINA,Pedaço,35
Lombo não especificado assado(a),CARNE BOVINA,Porção,75
Lombo não especificado assado(a),CARNE BOVINA,Colher de Arroz,70
Lombo não especificado assado(a),CARNE BOVINA,Colher de Sopa,30
Lombo não especificado assado(a),CARNE BOVINA,Concha,140
Lombo não especificado assado(a),CARNE BOVINA,Escumadeira,70
Lombo não especificado cozido(a),CARNE BOVINA,File,100
Lombo não especificado cozido(a),CARNE BOVINA,Bife,100
Lombo não especificado cozido(a),CARNE BOVINA,Fatia,90
Lombo não especificado cozido(a),CARNE BOVINA,Pedaço,35
Lombo não especificado cozido(a),CARNE BOVINA,Porção,75
Lombo não especificado cozido(a),CARNE BOVINA,Colher de Arroz,70
Lombo não especificado cozido(a),CARNE BOVINA,Colher de Sopa,30
Lombo não especificado cozido(a),CARNE BOVINA,Concha,140
Lombo não especificado cozido(a),CARNE BOVINA,Escumadeira,70
Lombo não especificado cru(a),CARNE BOVINA,File,100
Lombo não especificado cru(a),CARNE BOVINA,Bife,100
Lombo não especificado cru(a),CARNE BOVINA,Fatia,90
Lombo não especificado cru(a),CARNE BOVINA,Pedaço,35
Lombo não especificado cru(a),CARNE BOVINA,Porção,75
Lombo não especificado cru(a),CARNE BOVINA,Colher de Arroz,70
Lombo não especificado cru(a),CARNE BOVINA,Colher de Sopa,30
Lombo não especificado cru(a),CARNE BOVINA,Concha,140
Lombo não especificado cru(a),CARNE BOVINA,Escumadeira,70
Lombo não especificado frito(a),CARNE BOVINA,File,100
Lombo não especificado frito(a),CARNE BOVINA,Bife,100
Lombo não especificado frito(a),CARNE BOVINA,Fatia,90
Lombo não especificado frito(a),CARNE BOVINA,Pedaço,35
Lombo não especificado frito(a),CARNE BOVINA,Porção,75
Lombo não especificado frito(a),CARNE BOVINA,Colher de Arroz,70
Lombo não especificado frito(a),CARNE BOVINA,Colher de Sopa,30
Lombo não especificado frito(a),CARNE BOVINA,Concha,140
Lombo não especificado frito(a),CARNE BOVINA,Escumadeira,70
Lombo não especificado molho branco,CARNE BOVINA,File,100
Lombo não especificado molho branco,CARNE BOVINA,Bife,100
Lombo não especificado molho branco,CARNE BOVINA,Fatia,90
Lombo não especificado molho branco,CARNE BOVINA,Pedaço,35
Lombo não especificado molho branco,CARNE BOVINA,Porção,75
Lombo não especificado molho branco,CARNE BOVINA,Colher de Arroz,70
Lombo não especificado molho branco,CARNE BOVINA,Colher de Sopa,30
Lombo não especificado molho branco,CARNE BOVINA,Concha,140
Lombo não especificado molho branco,CARNE BOVINA,Escumadeira,70
Lombo paulista (carne bovina) assado(a),CARNE BOVINA,File,100
Lombo paulista (carne bovina) assado(a),CARNE BOVINA,Bife,100
Lombo paulista (carne bovina) assado(a),CARNE BOVINA,Fatia,90
Lombo paulista (carne bovina) assado(a),CARNE BOVINA,Pedaço,35
Lombo paulista (carne bovina) assado(a),CARNE BOVINA,Porção,75
Lombo paulista (carne bovina) assado(a),CARNE BOVINA,Colher de Arroz,70
Lombo paulista (carne bovina) assado(a),CARNE BOVINA,Colher de Sopa,30
Lombo paulista (carne bovina) assado(a),CARNE BOVINA,Concha,140
Lombo paulista (carne bovina) assado(a),CARNE BOVINA,Escumadeira,70
Lombo paulista (carne bovina) cozido(a),CARNE BOVINA,File,100
Lombo paulista (carne bovina) cozido(a),CARNE BOVINA,Bife,100
Lombo paulista (carne bovina) cozido(a),CARNE BOVINA,Fatia,90
Lombo paulista (carne bovina) cozido(a),CARNE BOVINA,Pedaço,35
Lombo paulista (carne bovina) cozido(a),CARNE BOVINA,Porção,75
Lombo paulista (carne bovina) cozido(a),CARNE BOVINA,Colher de Arroz,70
Lombo paulista (carne bovina) cozido(a),CARNE BOVINA,Colher de Sopa,30
Lombo paulista (carne bovina) cozido(a),CARNE BOVINA,Concha,140
Lombo paulista (carne bovina) cozido(a),CARNE BOVINA,Escumadeira,70
Lombo paulista (carne bovina) ensopado,CARNE BOVINA,File,100
Lombo paulista (carne bovina) ensopado,CARNE BOVINA,Bife,100
Lombo paulista (carne bovina) ensopado,CARNE BOVINA,Fatia,90
Lombo paulista (carne bovina) ensopado,CARNE BOVINA,Pedaço,35
Lombo paulista (carne bovina) ensopado,CARNE BOVINA,Porção,75
Lombo paulista (carne bovina) ensopado,CARNE BOVINA,Colher de Arroz,70
Lombo paulista (carne bovina) ensopado,CARNE BOVINA,Colher de Sopa,30
Lombo paulista (carne bovina) ensopado,CARNE BOVINA,Concha,140
Lombo paulista (carne bovina) ensopado,CARNE BOVINA,Escumadeira,70
Lombo paulista (carne bovina) frito(a),CARNE BOVINA,File,100
Lombo paulista (carne bovina) frito(a),CARNE BOVINA,Bife,100
Lombo paulista (carne bovina) frito(a),CARNE BOVINA,Fatia,90
Lombo paulista (carne bovina) frito(a),CARNE BOVINA,Pedaço,35
Lombo paulista (carne bovina) frito(a),CARNE BOVINA,Porção,75
Lombo paulista (carne bovina) frito(a),CARNE BOVINA,Colher de Arroz,70
Lombo paulista (carne bovina) frito(a),CARNE BOVINA,Colher de Sopa,30
Lombo paulista (carne bovina) frito(a),CARNE BOVINA,Concha,140
Lombo paulista (carne bovina) frito(a),CARNE BOVINA,Escumadeira,70
Lombo suíno assado(a),OUTRAS CARNES,Bife,100
Lombo suíno assado(a),OUTRAS CARNES,Fatia,90
Lombo suíno assado(a),OUTRAS CARNES,Pedaço,35
Lombo suíno assado(a),OUTRAS CARNES,Porção,75
Lombo suíno assado(a),OUTRAS CARNES,Colher de Arroz,70
Lombo suíno assado(a),OUTRAS CARNES,Colher de Sopa,30
Lombo suíno assado(a),OUTRAS CARNES,Concha,140
Lombo suíno assado(a),OUTRAS CARNES,Escumadeira,70
Lombo suíno cozido(a),OUTRAS CARNES,Bife,100
Lombo suíno cozido(a),OUTRAS CARNES,Fatia,90
Lombo suíno cozido(a),OUTRAS CARNES,Pedaço,35
Lombo suíno cozido(a),OUTRAS CARNES,Porção,75
Lombo suíno cozido(a),OUTRAS CARNES,Colher de Arroz,70
Lombo suíno cozido(a),OUTRAS CARNES,Colher de Sopa,30
Lombo suíno cozido(a),OUTRAS CARNES,Concha,140
Lombo suíno cozido(a),OUTRAS CARNES,Escumadeira,70
Lombo suíno frito(a),OUTRAS CARNES,Bife,100
Lombo suíno frito(a),OUTRAS CARNES,Fatia,90
Lombo suíno frito(a),OUTRAS CARNES,Pedaço,35
Lombo suíno frito(a),OUTRAS CARNES,Porção,75
Lombo suíno frito(a),OUTRAS CARNES,Colher de Arroz,70
Lombo suíno frito(a),OUTRAS CARNES,Colher de Sopa,30
Lombo suíno frito(a),OUTRAS CARNES,Concha,140
Lombo suíno frito(a),OUTRAS CARNES,Escumadeira,70
Lombo suíno grelhado(a)/brasa/churrasco,OUTRAS CARNES,Bife,100
Lombo suíno grelhado(a)/brasa/churrasco,OUTRAS CARNES,Fatia,90
Lombo suíno grelhado(a)/brasa/churrasco,OUTRAS CARNES,Pedaço,35
Lombo suíno grelhado(a)/brasa/churrasco,OUTRAS CARNES,Porção,75
Lombo suíno grelhado(a)/brasa/churrasco,OUTRAS CARNES,Colher de Arroz,70
Lombo suíno grelhado(a)/brasa/churrasco,OUTRAS CARNES,Colher de Sopa,30
Lombo suíno grelhado(a)/brasa/churrasco,OUTRAS CARNES,Concha,140
Lombo suíno grelhado(a)/brasa/churrasco,OUTRAS CARNES,Escumadeira,70
"Lombo, canadense, defumado",,Bife,100
"Lombo, canadense, defumado",,Fatia,90
"Lombo, canadense, defumado",,Pedaço,35
"Lombo, canadense, defumado",,Porção,75
"Lombo, canadense, defumado",,Colher de Arroz,70
"Lombo, canadense, defumado",,Colher de Sopa,30
"Lombo, canadense, defumado",,Concha,140
"Lombo, canadense, defumado",,Escumadeira,70
Maçã,FRUTAS/SUCOS/VITAMINAS,Fatia,38
Maçã,FRUTAS/SUCOS/VITAMINAS,Unidade,150
Maçã,FRUTAS/SUCOS/VITAMINAS,Metade,75
Maçã,FRUTAS/SUCOS/VITAMINAS,Banda,75
Maçã (casca),,Fatia,38
Maçã (casca),,Unidade,150
Maçã (casca),,Metade,75
Maçã (casca),,Banda,75
Maçã (sem casca),,Fatia,38
Maçã (sem casca),,Unidade,150
Maçã (sem casca),,Metade,75
Maçã (sem casca),,Banda,75
"Maçã , verde, crua, s/ pele, Malus domestica",,Fatia,38
"Maçã , verde, crua, s/ pele, Malus domestica",,Unidade,150
"Maçã , verde, crua, s/ pele, Malus domestica",,Metade,75
"Maçã , verde, crua, s/ pele, Malus domestica",,Banda,75
Maçã orgânica,FRUTAS/SUCOS/VITAMINAS,Fatia,38
Maçã orgânica,FRUTAS/SUCOS/VITAMINAS,Unidade,150
Maçã orgânica,FRUTAS/SUCOS/VITAMINAS,Metade,75
Maçã orgânica,FRUTAS/SUCOS/VITAMINAS,Banda,75
Maçã -Turma da Mônica®,,Fatia,38
Maçã -Turma da Mônica®,,Unidade,150
Maçã -Turma da Mônica®,,Metade,75
Maçã -Turma da Mônica®,,Banda,75
Maçã vermelha,,Fatia,38
Maçã vermelha,,Unidade,150
Maçã vermelha,,Metade,75
Maçã vermelha,,Banda,75
"Maçã, Argentina, c/ casca, in natura, Malus domestica",,Fatia,25
"Maçã, Argentina, c/ casca, in natura, Malus domestica",,Unidade,50
"Maçã, Argentina, c/ casca, in natura, Malus domestica",,Metade,25
"Maçã, Argentina, c/ casca, in natura, Malus domestica",,Banda,25
"Maçã, Argentina, com casca, crua",,Fatia,25
"Maçã, Argentina, com casca, crua",,Unidade,50
"Maçã, Argentina, com casca, crua",,Metade,25
"Maçã, Argentina, com casca, crua",,Banda,25
"Maçã, c/ casca, in natura, Malus domestica",,Fatia,38
"Maçã, c/ casca, in natura, Malus domestica",,Unidade,150
"Maçã, c/ casca, in natura, Malus domestica",,Metade,75
"Maçã, c/ casca, in natura, Malus domestica",,Banda,75
"Maçã, Fuji, c/ casca, in natura, Malus domestica",,Fatia,35
"Maçã, Fuji, c/ casca, in natura, Malus domestica",,Unidade,70
"Maçã, Fuji, c/ casca, in natura, Malus domestica",,Metade,35
"Maçã, Fuji, c/ casca, in natura, Malus domestica",,Banda,35
"Maçã, Fuji, com casca, crua",,Fatia,35
"Maçã, Fuji, com casca, crua",,Unidade,70
"Maçã, Fuji, com casca, crua",,Metade,35
"Maçã, Fuji, com casca, crua",,Banda,35
Macarrão,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  ao alho e oleo,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  ao alho e oleo,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  ao alho e oleo,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  ao alho e oleo,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  ao alho e oleo,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  ao alho e oleo,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  ao alho e oleo,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  ao alho e oleo,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  ao alho e oleo,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  ao alho e oleo,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  ao vinagrete,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  ao vinagrete,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  ao vinagrete,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  ao vinagrete,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  ao vinagrete,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  ao vinagrete,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  ao vinagrete,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  ao vinagrete,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  ao vinagrete,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  ao vinagrete,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  assado(a),FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  assado(a),FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  assado(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  assado(a),FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  assado(a),FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  assado(a),FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  assado(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  assado(a),FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  assado(a),FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  assado(a),FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  com manteiga/oleo,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  com manteiga/oleo,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  com manteiga/oleo,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  com manteiga/oleo,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  com manteiga/oleo,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  com manteiga/oleo,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  com manteiga/oleo,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  com manteiga/oleo,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  com manteiga/oleo,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  com manteiga/oleo,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  cozido(a),FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  cozido(a),FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  cozido(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  cozido(a),FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  cozido(a),FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  cozido(a),FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  cozido(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  cozido(a),FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  cozido(a),FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  cozido(a),FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  cru(a),FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  cru(a),FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  cru(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  cru(a),FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  cru(a),FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  cru(a),FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  cru(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  cru(a),FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  cru(a),FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  cru(a),FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  empanado(a)/a milanesa,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  empanado(a)/a milanesa,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  empanado(a)/a milanesa,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  empanado(a)/a milanesa,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  empanado(a)/a milanesa,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  empanado(a)/a milanesa,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  empanado(a)/a milanesa,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  empanado(a)/a milanesa,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  empanado(a)/a milanesa,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  empanado(a)/a milanesa,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  ensopado,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  ensopado,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  ensopado,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  ensopado,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  ensopado,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  ensopado,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  ensopado,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  ensopado,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  ensopado,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  ensopado,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  frito(a),FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  frito(a),FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  frito(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  frito(a),FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  frito(a),FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  frito(a),FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  frito(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  frito(a),FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  frito(a),FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  frito(a),FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  grelhado(a)/brasa/churrasco,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  grelhado(a)/brasa/churrasco,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  grelhado(a)/brasa/churrasco,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  grelhado(a)/brasa/churrasco,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  grelhado(a)/brasa/churrasco,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  grelhado(a)/brasa/churrasco,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  grelhado(a)/brasa/churrasco,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  grelhado(a)/brasa/churrasco,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  grelhado(a)/brasa/churrasco,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  grelhado(a)/brasa/churrasco,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  molho branco,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  molho branco,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  molho branco,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  molho branco,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  molho branco,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  molho branco,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  molho branco,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  molho branco,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  molho branco,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  molho branco,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  molho vermelho,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  molho vermelho,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  molho vermelho,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  molho vermelho,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  molho vermelho,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  molho vermelho,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  molho vermelho,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  molho vermelho,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  molho vermelho,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  molho vermelho,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão  refogado(a),FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão  refogado(a),FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão  refogado(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão  refogado(a),FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão  refogado(a),FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão  refogado(a),FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão  refogado(a),FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão  refogado(a),FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão  refogado(a),FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão  refogado(a),FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão (cozido),,Porção,105
Macarrão (cozido),,Colher de Arroz,50
Macarrão (cozido),,Colher de Sopa,25
Macarrão (cozido),,Concha,110
Macarrão (cozido),,Escumadeira,110
Macarrão (cozido),,Colher de Chá,6
Macarrão (cozido),,Colher de Sobremesa,12
Macarrão (cozido),,Pegador,110
Macarrão (cozido),,Prato Fundo,400
Macarrão (cozido),,Prato Raso,320
Macarrão (cru),,Porção,105
Macarrão (cru),,Colher de Arroz,50
Macarrão (cru),,Colher de Sopa,25
Macarrão (cru),,Concha,110
Macarrão (cru),,Escumadeira,110
Macarrão (cru),,Colher de Chá,6
Macarrão (cru),,Colher de Sobremesa,12
Macarrão (cru),,Pegador,110
Macarrão (cru),,Prato Fundo,400
Macarrão (cru),,Prato Raso,320
Macarrão ao sugo,,Porção,105
Macarrão ao sugo,,Colher de Arroz,50
Macarrão ao sugo,,Colher de Sopa,25
Macarrão ao sugo,,Concha,110
Macarrão ao sugo,,Escumadeira,110
Macarrão ao sugo,,Colher de Chá,6
Macarrão ao sugo,,Colher de Sobremesa,12
Macarrão ao sugo,,Pegador,110
Macarrão ao sugo,,Prato Fundo,400
Macarrão ao sugo,,Prato Raso,320
Macarrão com carne,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão com carne,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão com carne,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão com carne,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão com carne,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão com carne,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão com carne,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão com carne,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão com carne,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão com carne,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão com peixe,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão com peixe,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão com peixe,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão com peixe,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão com peixe,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão com peixe,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão com peixe,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão com peixe,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão com peixe,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão com peixe,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão de sêmola de grãoduro - Smurfs Delverde®,,Porção,105
Macarrão de sêmola de grãoduro - Smurfs Delverde®,,Colher de Arroz,50
Macarrão de sêmola de grãoduro - Smurfs Delverde®,,Colher de Sopa,25
Macarrão de sêmola de grãoduro - Smurfs Delverde®,,Concha,110
Macarrão de sêmola de grãoduro - Smurfs Delverde®,,Escumadeira,110
Macarrão de sêmola de grãoduro - Smurfs Delverde®,,Colher de Chá,6
Macarrão de sêmola de grãoduro - Smurfs Delverde®,,Colher de Sobremesa,12
Macarrão de sêmola de grãoduro - Smurfs Delverde®,,Pegador,110
Macarrão de sêmola de grãoduro - Smurfs Delverde®,,Prato Fundo,400
Macarrão de sêmola de grãoduro - Smurfs Delverde®,,Prato Raso,320
Macarrão instantaneo,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão instantaneo,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão instantaneo,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão instantaneo,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão instantaneo,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão instantaneo,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão instantaneo,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
Macarrão instantaneo,FARINHAS/FÉCULAS/MASSAS,Pegador,110
Macarrão instantaneo,FARINHAS/FÉCULAS/MASSAS,Prato Fundo,400
Macarrão instantaneo,FARINHAS/FÉCULAS/MASSAS,Prato Raso,320
Macarrão instantaneo light,FARINHAS/FÉCULAS/MASSAS,Porção,105
Macarrão instantaneo light,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,50
Macarrão instantaneo light,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,25
Macarrão instantaneo light,FARINHAS/FÉCULAS/MASSAS,Concha,110
Macarrão instantaneo light,FARINHAS/FÉCULAS/MASSAS,Escumadeira,110
Macarrão instantaneo light,FARINHAS/FÉCULAS/MASSAS,Colher de Chá,6
Macarrão instantaneo light,FARINHAS/FÉCULAS/MASSAS,Colher de Sobremesa,12
