Descrição do Alimento,GRUPO,File,Bife,Fatia,Pedaço,Porção,Colher de Arroz,Colher de Sopa,Concha,Escumadeira,Colher de Chá,Colher de Café,Colher de Sobremesa,Copo Americano,Copo Médio,Copo Grande,Pegador,Pote,Prato Sobremesa,Prato Fundo,Prato Raso,Tigela,Xícara de Chá,Asa,Peito,Coxa,Sobrecoxa,Costela,Pescoço,Unidade,Unidade Pequena,Metade,Banda,Punhado,Garrafa 200ml,Caneca,Folha,Nova Medida 1,Nova Medida 2,Nova Medida 3,Nova Medida 4,Nova Medida 5,Nova Medida 6,Nova Medida 7,Nova Medida 8,Nova Medida 9,Nova Medida 10,Nova Medida 11,Nova Medida 12
Adoçante em pó -Aspasweet®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adoçante em pó frutose -Doce menor®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adoçante em pó light,ADOÇANTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adoçante em pó -Tal &Qual®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adoçante granular sucralose- Linea®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adoçante light,ADOÇANTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adoçante líquido - DoceMenor®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adoçante líquido - Linea®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adoçante líquido - Zero cal®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adoçante liquido light,ADOÇANTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrião (IBGE),HORTALIÇAS,,,,,38,50,7,,,,,,,,,7,,,80,80,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Agrião (Tucunduva),,,,,,38,50,7,,,,,,,,,7,,,80,80,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Agrião (talo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrião ao vinagrete,HORTALIÇAS,,,,,38,50,7,,,,,,,,,7,,,80,80,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Agrião cozido(a),HORTALIÇAS,,,,,38,50,7,,,,,,,,,7,,,80,80,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Agrião cru(a),HORTALIÇAS,,,,,38,50,7,,,,,,,,,7,,,80,80,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Agrião ensopado,HORTALIÇAS,,,,,38,50,7,,,,,,,,,7,,,80,80,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
"Agrião, cru",,,,,,38,50,7,,,,,,,,,7,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Água,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Água com gás - Prata®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Água de coco (IBGE),FRUTAS/SUCOS/VITAMINAS,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,200,300,,,,,,,,,,,,,
Água de coco (Tucunduva),,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,200,300,,,,,,,,,,,,,
Água de coco - Ducôco0,,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,200,300,,,,,,,,,,,,,
Água de coco - Kero Coco®,,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,200,300,,,,,,,,,,,,,
Água de coco - Socôco®,,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,200,300,,,,,,,,,,,,,
Água de coco -Trairi®,,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,200,300,,,,,,,,,,,,,
Água tônica - Antartica®,,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Água tônica citrus - Schweppes®,,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Água tonica diet,BEBIDAS,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Água tônica diet - Antartica®,,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Água tonica light,BEBIDAS,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Água tonica tradicional,BEBIDAS,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguardente,BEBIDAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agulha (acém) assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agulha (acém) cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agulha (acém) frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipim,TUBERCULOS,,,100,100,128,60,30,120,60,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipim assado(a),TUBERCULOS,,,100,100,128,60,30,120,60,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipim com manteiga/oleo,TUBERCULOS,,,100,100,128,60,30,120,60,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipim cozido(a),TUBERCULOS,,,100,100,128,60,30,120,60,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipim empanado(a)/a milanesa,TUBERCULOS,,,100,100,128,60,30,120,60,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipim ensopado,TUBERCULOS,,,100,100,128,60,30,120,60,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipim frito(a),TUBERCULOS,,,100,100,128,60,30,120,60,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipim molho vermelho,TUBERCULOS,,,100,100,128,60,30,120,60,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipim refogado(a),TUBERCULOS,,,100,100,128,60,30,120,60,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipim sopa,SOPAS/CALDOS/MINGAUS,,,100,100,128,60,30,120,60,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipo (cozido),,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aipo (cru),,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aipo, cru",,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajinomoto»,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aji-sal®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcachofra,HORTALIÇAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,
Alcachofra (cozida),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,
Alcachofra cozida (coração),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,
"Alcachofra, cozida, drenada, s/ sal, Cynara scolymus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcaparra em conserva,CONSERVAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcaravia seca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra  cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra (crua) - carne bovina,,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra ao vinagrete,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra cru(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra empanado(a)/a milanesa,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra ensopado,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra grelhado(a)/brasa/churrasco,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra molho vermelho,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra refogado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra sem capa de gordura(crua) - carne bovina,,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra suína  frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra suína assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatra suína cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alecrim seco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alface,HORTALIÇAS,,,,,27,16,8,32,,,,,,,,8,,,60,50,,,,,,,,,200,130,,,,,,10,,,,,,,,,,,,
Alface orgânica,HORTALIÇAS,,,,,27,16,8,32,,,,,,,,8,,,60,50,,,,,,,,,200,130,,,,,,10,,,,,,,,,,,,
"Alface, americana, crua",,,,,,27,16,8,32,,,,,,,,8,,,60,50,,,,,,,,,200,130,,,,,,10,,,,,,,,,,,,
"Alface, crespa, crua",,,,,,27,16,8,32,,,,,,,,8,,,60,50,,,,,,,,,200,130,,,,,,10,,,,,,,,,,,,
"Alface, lisa, crua",,,,,,27,16,8,32,,,,,,,,8,,,60,50,,,,,,,,,200,130,,,,,,10,,,,,,,,,,,,
"Alface, roxa, crua",,,,,,27,16,8,32,,,,,,,,8,,,60,50,,,,,,,,,200,130,,,,,,10,,,,,,,,,,,,
Alface-americana,,,,,,27,16,8,32,,,,,,,,8,,,60,50,,,,,,,,,200,130,,,,,,10,,,,,,,,,,,,
Alface-crespa,,,,,,27,16,8,32,,,,,,,,8,,,60,50,,,,,,,,,200,130,,,,,,10,,,,,,,,,,,,
Alface-lisa,,,,,,27,16,8,32,,,,,,,,8,,,60,50,,,,,,,,,200,130,,,,,,10,,,,,,,,,,,,
Alface-romana,,,,,,27,16,8,32,,,,,,,,8,,,60,50,,,,,,,,,200,130,,,,,,10,,,,,,,,,,,,
Alfajores (biscoito),AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfajores (biscoito) light,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alfavaca, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfenim de cana,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alga marinha desidratada(hijiki) - Sogohras®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algodão-doce,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alho (IBGE),HORTALIÇAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Alho (Tucunduva),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Alho granulado - Liguanotto®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alho poró,HORTALIÇAS,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alho, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Alho-poró,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alho-poró, cru",,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Bran - Kelfogg's®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almeirão,,,,,,27,50,25,,,,,,,,,,,,48,24,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
Almeirão ao vinagrete,HORTALIÇAS,,,,,27,50,25,,,,,,,,,,,,48,24,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
Almeirão cozido(a),HORTALIÇAS,,,,,27,50,25,,,,,,,,,,,,48,24,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
Almeirão cru(a),HORTALIÇAS,,,,,27,50,25,,,,,,,,,,,,48,24,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
Almeirão refogado(a),HORTALIÇAS,,,,,27,50,25,,,,,,,,,,,,48,24,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
"Almeirão, cru",,,,,,27,50,25,,,,,,,,,,,,48,24,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
"Almeirão, refogado",,,,,,27,50,25,,,,,,,,,,,,48,24,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
Almôndega,CARNES INDUSTRIALIDAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almôndega (frita) - carnebovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almôndega ao molho em conserva,CONSERVAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almôndega bovina congelada- Sadia®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,
Almôndega com molho detomate - carne bovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,
Almôndega de frangocongelada - Sadia®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,
"Almôndega, ave, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,
"Almôndega, boi, crua, ""Sadia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,
"Almôndega, boi, frita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,
"Almôndega, carne, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,
"Almôndega, frango, crua, ""Sadia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,
Aluá de abacaxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aluá goiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaciante de carnes -Maggi®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amaranto, grão, cozido, Amaranthus cruentus L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amaranto, grão, cru, Amaranthus cruentus L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambrosia (IBGE),AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambrosia (Tucunduva),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ameixa,FRUTAS/SUCOS/VITAMINAS,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
"Ameixa, calda, enlatada ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ameixa, crua",,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
"Ameixa, em calda, enlatada, drenada ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ameixa, in natura, Prunus domestica",,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ameixa-preta seca,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
Ameixa-preta sem caroço -Celmar®,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
Ameixa-vermelha,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,
Amendoa,OLEAGINOSAS,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Amêndoa,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Amêndoa torrada com sal,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Amêndoa torrada sem sal,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
"Amêndoa, crua, s/ sal, Prunua amygdalus L.",,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
"Amêndoa, torrada, c/ sal, Ara?bic amygdalu var. Dulcis",,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
"Amêndoa, torrada, salgada",,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Amêndoas - Mr. Va I leyQualitá®,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Amendocrem - Fugini®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendoim (em grão) (in natura),OLEAGINOSAS,,,,,9,,17,65,,,,,,,,,,,,,,,,,,,,,1,,,,30,,,,,,,,,,,,,,,
Amendoim achocolatado,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendoim amanteigado,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendoim amanteigado diet,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendoim apimentado,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendoim caramelizado,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendoim com pele (cru),,,,,,9,,17,65,,,,,,,,,,,,,,,,,,,,,1,,,,30,,,,,,,,,,,,,,,
Amendoim cozido,OLEAGINOSAS,,,,,32,,16,64,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,
Amendoim moido,OLEAGINOSAS,,,,,9,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendoim tipo japonês -Dori®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendoim torrado com sal,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendoim torrado e salgado- Dori®,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amendoim, grão, cru",,,,,,9,,17,65,,,,,,,,,,,,,,,,,,,,,1,,,,30,,,,,,,,,,,,,,,
"Amendoim, grão, cru, Arachis hypogaea L.",,,,,,9,,17,65,,,,,,,,,,,,,,,,,,,,,1,,,,30,,,,,,,,,,,,,,,
"Amendoim, torrado, c/ sal, Arachis hypogaea L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amendoim, torrado, salgado",,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Americano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amido de arroz,FARINHAS/FÉCULAS/MASSAS,,,,,,55,37,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amido de milho,FARINHAS/FÉCULAS/MASSAS,,,,,,55,37,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amido de milho -Ma izena®,,,,,,,55,37,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amidomil (bolinho),AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amora (IBGE),FRUTAS/SUCOS/VITAMINAS,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amora (Tucunduva),,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amora congelada -DeMarchi®,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amora preta, crua, Rubus ssp.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anamix Infant MMA/PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anamix Infant TYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ananas,FRUTAS/SUCOS/VITAMINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anchova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andu,LEGUMINOSAS,,,,,,,17,140,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angu a baiana,SOPAS/CALDOS/MINGAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angu de milho,SOPAS/CALDOS/MINGAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angu de milho verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angu frito,SOPAS/CALDOS/MINGAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angusor de milho,FARINHAS/FÉCULAS/MASSAS,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apresuntado (IBGE),CARNES INDUSTRIALIDAS,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apresuntado (TACO),,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apresuntado (Tucunduva),,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apresuntado, cozido",,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apresuntado, cozido, fatiado, ""Sadia""",,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apresuntado, metro, Seara",,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apresuntado, retangular, Seara",,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aptamii 1 - Danone0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aptamil 2 - Danone®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aptamil 3 - Danone®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aptamil sem lactose -Danone®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aptamil soja 1 - Danone®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Araça,FRUTAS/SUCOS/VITAMINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Araca acu (goiaba),FRUTAS/SUCOS/VITAMINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arenque (cru),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arenque (defumado),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrasto suíno,OUTRAS CARNES,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arroz  orgânico,CEREAIS,,,,,,45,25,100,85,6,3,12,100,200,200,25,100,50,200,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arroz (polido, parboilizado, agulha, agulhinha, etc)",CEREAIS,,,,,,45,25,100,85,6,3,12,100,200,200,25,100,50,200,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,
Arroz + Vita (cru) - Tio João®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arroz a grega,ALIMENTOS PREPARADOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arroz branco (cozido),,,,,,,45,25,100,85,6,3,12,100,200,200,25,100,50,200,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,
